subj,events,event_duration,recall,arousal_llm,arousal_discrete,Eg_movie,movie_vis_mot,movie_vis_attn,movie_vis_sal,movie_vis_lim,movie_vis_cont,movie_vis_dmn,movie_vis_sub,movie_mot_attn,movie_mot_sal,movie_mot_lim,movie_mot_cont,movie_mot_dmn,movie_mot_sub,movie_attn_sal,movie_attn_lim,movie_attn_cont,movie_attn_dmn,movie_attn_sub,movie_sal_lim,movie_sal_cont,movie_sal_dmn,movie_sal_sub,movie_lim_cont,movie_lim_dmn,movie_lim_sub,movie_cont_dmn,movie_cont_sub,movie_dmn_sub,movie_attn_attn,movie_cont_cont,movie_dmn_dmn,movie_lim_lim,movie_mot_mot,movie_sal_sal,movie_sub_sub,movie_vis_vis,PC_movie_avg,movie_hippocampus_Melbourne,movie_amygdala_Melbourne,movie_hipa_Melbourne,movie_hippocampus_ISC,movie_amygdala_ISC,recall_accuracy,luminance,envelope
1,12,20,0,0.657693463,0.619066891,0.522200689,0.470525452,0.529619805,0.45585162,0.476532567,0.518199234,0.540104948,0.502693966,0.504487179,0.60021645,0.491269841,0.471428571,0.492494824,0.53422619,0.452068765,0.440705128,0.559615385,0.534141583,0.484174679,0.498106061,0.481186869,0.479496047,0.563920455,0.501388889,0.502868357,0.543836806,0.555797101,0.503993056,0.510643116,0.603550296,0.571666667,0.531899811,0.689814815,0.604897959,0.64738292,0.529296875,0.597304796,0.429563305,-0.09782478,-0.086028204,0.883512618,0.290637143,0.254388037,0,0.171532301,0.045044817
1,13,87,0,-0.619910593,0.140134368,0.528452483,0.451888342,0.533819629,0.521682341,0.420258621,0.510536398,0.499562719,0.409482759,0.521794872,0.60974026,0.488095238,0.493174603,0.497153209,0.469940476,0.538461538,0.457264957,0.588568376,0.523899108,0.438902244,0.464015152,0.571212121,0.501070487,0.520833333,0.457407407,0.530495169,0.539496528,0.566304348,0.48125,0.475769928,0.622534517,0.638888889,0.586483932,0.600694444,0.638639456,0.637741047,0.55859375,0.684502576,0.485138506,-0.007707936,0.021593755,0.813999159,-0.105372006,0.064850104,0,0.21831706,0.042860255
1,14,47,1,-0.747733065,-1.373169491,0.509691358,0.43727422,0.498121132,0.429467085,0.456178161,0.402681992,0.419852574,0.393390805,0.591391941,0.552056277,0.485714286,0.475396825,0.474120083,0.453095238,0.532342657,0.459134615,0.453632479,0.47909699,0.400240385,0.486111111,0.511111111,0.485260211,0.490530303,0.61875,0.591032609,0.611979167,0.574818841,0.558854167,0.504166667,0.639792899,0.65962963,0.567060491,0.703703704,0.635102041,0.602272727,0.552734375,0.636543797,0.364908449,-0.289504354,-0.417420977,0.623542646,-0.139007182,-0.118122277,0.385212473,0.332288157,0.031370858
1,15,36,1,-0.106411658,0.719011824,0.496940138,0.52183908,0.497236958,0.472570533,0.448036398,0.389463602,0.39117941,0.360811782,0.483882784,0.530844156,0.409920635,0.425952381,0.436801242,0.401488095,0.511946387,0.414529915,0.538034188,0.485158863,0.376682692,0.409090909,0.476515152,0.458662714,0.405066288,0.543287037,0.556914251,0.503472222,0.633454106,0.476736111,0.479846014,0.607248521,0.642592593,0.616808444,0.627314815,0.628843537,0.504476584,0.481770833,0.778438367,0.341997495,-0.036729622,-0.150473172,1.007837254,0.662592639,0.333078002,0.393971812,0.377166215,0.062160148
1,16,104,1,1.157860731,-0.050188702,0.52278998,0.426847291,0.563660477,0.434561129,0.408285441,0.448084291,0.447213893,0.391451149,0.541941392,0.598809524,0.451587302,0.501349206,0.500258799,0.452886905,0.503787879,0.40491453,0.559401709,0.507943144,0.408333333,0.460227273,0.542550505,0.526515152,0.498579545,0.439814815,0.568085749,0.575954861,0.570169082,0.461354167,0.508084239,0.662228797,0.591111111,0.65989288,0.715277778,0.625442177,0.653581267,0.531901042,0.79548157,0.478868597,0.38192599,0.607455884,0.407709643,0.303137189,0.312789119,0.662006636,0.241192488,0.034916115
1,17,18,0,-1.54822353,-1.296709585,0.496286247,0.412479475,0.461229001,0.410397074,0.448563218,0.423524904,0.481571714,0.413541667,0.509065934,0.720887446,0.412103175,0.534126984,0.455538302,0.46860119,0.500145688,0.440705128,0.501923077,0.532190635,0.395713141,0.38604798,0.52979798,0.436758893,0.446969697,0.440740741,0.460295894,0.476128472,0.519710145,0.460416667,0.425837862,0.526134122,0.495,0.571045999,0.525462963,0.766802721,0.648760331,0.474609375,0.560404281,0.297203757,-0.09515986,-0.546431417,0.850282046,0.046200008,-0.295927511,0,0.245091408,0.011772353
1,18,8,1,-1.195090633,0.133567389,0.50732271,0.432348112,0.49535809,0.479885057,0.489703065,0.515900383,0.562093953,0.491558908,0.513369963,0.508008658,0.478769841,0.485079365,0.479296066,0.463839286,0.557837995,0.477029915,0.473717949,0.434016165,0.529046474,0.474431818,0.502651515,0.489542161,0.510890152,0.515509259,0.503472222,0.481510417,0.558876812,0.472569444,0.461616848,0.617110454,0.50462963,0.593572779,0.496527778,0.501768707,0.537878788,0.524088542,0.612564407,0.407716294,-0.575128371,0.410892011,0.933287356,0.368318224,0.497386227,0.361935749,0.235685751,0.141268383
1,19,80,1,-0.545483003,-0.955070512,0.514448751,0.381116585,0.526856764,0.441222571,0.533045977,0.529885057,0.503998001,0.465158046,0.526098901,0.574025974,0.432142857,0.453492063,0.452846791,0.452083333,0.505244755,0.459668803,0.522115385,0.484671126,0.422876603,0.475378788,0.513131313,0.506258235,0.49124053,0.530555556,0.5727657,0.545572917,0.551268116,0.487152778,0.532382246,0.617357002,0.583518519,0.563957152,0.625,0.690068027,0.528581267,0.550130208,0.731668648,0.438739013,-0.051911646,-0.199996436,0.366473165,0.079001549,-0.172613283,0.46213713,0.240146658,0.053703079
1,20,18,0,-0.552180735,-0.755322194,0.50796727,0.419704433,0.533156499,0.501044932,0.42289272,0.434386973,0.416041979,0.492277299,0.460531136,0.531926407,0.445833333,0.499126984,0.526242236,0.433779762,0.496357809,0.422275641,0.525641026,0.464882943,0.462139423,0.449810606,0.534848485,0.554677207,0.456202652,0.434259259,0.463768116,0.494357639,0.615458937,0.430729167,0.417798913,0.628205128,0.56,0.661074354,0.52662037,0.556598639,0.553030303,0.4609375,0.796274277,0.429519658,-0.24889509,-0.36640808,0.618691295,0.454431068,0.201355774,0,0.165727801,0.021778865
1,21,7,0,0.290689228,0.015781376,0.45724273,0.420311987,0.451458886,0.390308255,0.431704981,0.430900383,0.433458271,0.456645115,0.506538462,0.478095238,0.364087302,0.485063492,0.441614907,0.419255952,0.49210373,0.410950855,0.606452991,0.430852843,0.499198718,0.323926768,0.471111111,0.437987013,0.353077652,0.421944444,0.425754831,0.542795139,0.438091787,0.497777778,0.439673913,0.649753452,0.524666667,0.432797732,0.502083333,0.466557823,0.476239669,0.545182292,0.476416964,0.337252967,0.044016154,-0.42723422,0.773484348,0.726108461,0.610136957,0,0.187995415,0.036188526
1,22,37,1,0.845399787,0.61958573,0.510633075,0.517898194,0.538682582,0.500783699,0.477969349,0.462547893,0.50912044,0.482866379,0.520421245,0.609090909,0.418650794,0.43031746,0.48757764,0.502291667,0.473193473,0.447649573,0.484935897,0.495540691,0.445673077,0.420770202,0.446843434,0.460309618,0.48342803,0.477777778,0.504830918,0.515190972,0.539190821,0.424826389,0.453691123,0.562130178,0.545555556,0.610901071,0.576388889,0.699319728,0.580922865,0.510416667,0.711850971,0.40270602,-0.274368413,-0.16807584,0.747106983,-0.122075149,-0.016587718,0.406055319,0.12638249,0.057036928
1,23,18,0,-0.529008905,-0.329163412,0.483677249,0.547569787,0.602210433,0.476436782,0.336548987,0.496877395,0.445714643,0.389116379,0.555769231,0.616558442,0.35,0.54347619,0.477256729,0.408214286,0.493065268,0.339163614,0.508119658,0.470164437,0.383533654,0.324621212,0.505757576,0.455698287,0.404829545,0.331481481,0.353683575,0.346812996,0.476702899,0.397881944,0.391893116,0.581360947,0.502333333,0.478812224,0.323743386,0.68707483,0.556267218,0.374088542,0.699365834,0.451942633,-0.212141222,-0.030947709,0.479126083,0.341614755,0.065916757,0,0.168501954,0.024854965
1,24,48,1,1.163411989,0.553063723,0.497997416,0.472331691,0.530172414,0.508098224,0.418582375,0.501628352,0.481071964,0.40858477,0.481043956,0.540692641,0.393452381,0.422142857,0.419875776,0.414880952,0.445512821,0.377403846,0.444444444,0.417990524,0.392427885,0.455492424,0.481565657,0.492094862,0.452651515,0.580092593,0.564160628,0.624131944,0.558695652,0.528472222,0.518455616,0.54117357,0.530555556,0.607277883,0.69212963,0.664217687,0.502066116,0.529947917,0.812128419,0.330069906,0.077377087,0.008409562,0.809850639,0.185352589,0.163249898,0.442704675,0.230441689,0.090881737
1,25,120,0,1.103878729,0.482670299,0.519598765,0.416995074,0.569186561,0.475444096,0.425287356,0.464655172,0.453335832,0.392780172,0.518681319,0.634848485,0.471825397,0.498571429,0.49989648,0.479017857,0.51486014,0.435897436,0.525320513,0.468297101,0.411658654,0.470012626,0.547727273,0.510046113,0.493371212,0.49837963,0.565519324,0.537326389,0.558454106,0.459375,0.476675725,0.65433925,0.572962963,0.614996849,0.699074074,0.689795918,0.619834711,0.518880208,0.741577487,0.38588826,-0.025630191,-0.106126409,0.975591088,0.112479751,0.159881988,0,0.117704828,0.080029486
1,26,19,0,-0.250646461,-0.570686808,0.493897502,0.558045977,0.502541998,0.561259143,0.45809387,0.421934866,0.399137931,0.441522989,0.527014652,0.606168831,0.485714286,0.459761905,0.416614907,0.42327381,0.497377622,0.503472222,0.513547009,0.493896321,0.407491987,0.53125,0.466792929,0.424407115,0.449905303,0.490046296,0.471014493,0.479513889,0.537983092,0.426770833,0.410190217,0.615877712,0.518666667,0.524669187,0.517361111,0.654693878,0.574035813,0.437369792,0.747126437,0.268753996,-0.257460096,-0.108852231,0.304870026,0.305728213,0.09107866,0,0.095692134,0.05492675
1,27,54,0,0.815029175,-0.137373817,0.517851708,0.40589491,0.491423519,0.439446186,0.478687739,0.441858238,0.449562719,0.432614943,0.533150183,0.609307359,0.505357143,0.452698413,0.493995859,0.451071429,0.5754662,0.534989316,0.562606838,0.545289855,0.462139423,0.544191919,0.559469697,0.520503953,0.510653409,0.469212963,0.528834541,0.576822917,0.533816425,0.491840278,0.441032609,0.603550296,0.637037037,0.580497795,0.712962963,0.650068027,0.6184573,0.503776042,0.675782798,0.511444933,0.145621914,0.237293218,0.638923515,0.242810031,0.009043437,0,0.094062012,0.033765379
1,29,43,0,0.410396233,0.251895394,0.508164657,0.454187192,0.571396994,0.482366771,0.436542146,0.496264368,0.498063468,0.385057471,0.51025641,0.566558442,0.448214286,0.445873016,0.497256729,0.437053571,0.5129662,0.471688034,0.500213675,0.511496656,0.415865385,0.42739899,0.487878788,0.520668643,0.455492424,0.522685185,0.53321256,0.542534722,0.541545894,0.450868056,0.490262681,0.590236686,0.506481481,0.558916194,0.622685185,0.594557823,0.588842975,0.508463542,0.681926278,0.26575364,0.400929089,0.297375343,0.818180278,0.090856293,0.028674012,0,0.135603027,0.063727311
1,30,59,1,0.357816887,1.217327675,0.516198679,0.476600985,0.533156499,0.496603971,0.381465517,0.483429119,0.437343828,0.352586207,0.479578755,0.618614719,0.493452381,0.52547619,0.562215321,0.448214286,0.465909091,0.378472222,0.525534188,0.402731327,0.341746795,0.473169192,0.525,0.537467062,0.420217803,0.481018519,0.568387681,0.500434028,0.566002415,0.408333333,0.528011775,0.695266272,0.571851852,0.683364839,0.583333333,0.668571429,0.579201102,0.48828125,0.607609988,0.425512601,-0.278443174,-0.142948062,0.620397097,0.360224309,0.415452114,0.441049738,0.226387434,0.069382974
1,31,15,0,-0.452164907,0.144091176,0.509946167,0.538752053,0.524093722,0.509404389,0.435584291,0.479214559,0.489942529,0.46875,0.56007326,0.616341991,0.451587302,0.478571429,0.507971014,0.476190476,0.575174825,0.425747863,0.520299145,0.501741918,0.46494391,0.428472222,0.493560606,0.510408432,0.451041667,0.448842593,0.442179952,0.47265625,0.504045894,0.493055556,0.476902174,0.587771203,0.512037037,0.498976055,0.481481481,0.634829932,0.594490358,0.461588542,0.558858502,0.41830019,0.048607184,-0.132774371,0.43268315,0.427743566,0.015146075,0,0.173835155,0.046339553
1,32,48,1,0.271518913,0.050645194,0.499305197,0.451149425,0.631520778,0.49438349,0.416666667,0.461302682,0.421976512,0.410560345,0.519413919,0.557359307,0.396825397,0.40952381,0.421376812,0.420982143,0.590909091,0.421474359,0.568482906,0.429208473,0.444511218,0.412563131,0.461919192,0.430335968,0.450994318,0.504861111,0.547252415,0.550347222,0.543176329,0.486458333,0.483016304,0.803747535,0.572222222,0.614839319,0.601851852,0.632380952,0.527203857,0.5390625,0.660523187,0.35701321,-0.0142401,0.20639933,0.558775414,0.283924562,0.295670181,0.361320206,0.190691427,0.038061237
1,33,81,0,1.252366819,0.549026556,0.479419015,0.317963875,0.410587975,0.362356322,0.355172414,0.379291188,0.415904548,0.319252874,0.542930403,0.56482684,0.379603175,0.462730159,0.471144632,0.393541667,0.52275641,0.447809829,0.566217949,0.475863991,0.407451923,0.421590909,0.514772727,0.514739789,0.443229167,0.46037037,0.463828502,0.459809028,0.557753623,0.434756944,0.454710145,0.716962525,0.600740741,0.570132325,0.594907407,0.655102041,0.510950413,0.444661458,0.590368609,0.369185063,0.085624139,-0.053617321,0.313104525,0.012309582,0.286588255,0,0.150371324,0.055720626
1,34,50,1,1.085359334,1.410530258,0.508857307,0.422988506,0.489279399,0.451410658,0.38697318,0.395498084,0.455334833,0.41091954,0.51043956,0.557467532,0.419047619,0.46531746,0.489855072,0.462946429,0.46532634,0.391826923,0.569123932,0.505086399,0.409054487,0.457070707,0.533333333,0.548666008,0.571022727,0.441666667,0.493508454,0.487847222,0.574637681,0.459722222,0.476109601,0.610700197,0.664814815,0.613342785,0.608796296,0.616054422,0.64738292,0.520833333,0.767340468,0.371220085,-0.062500979,-0.138648582,1.110777998,0.354117524,0.445588675,0.570345083,0.20092366,0.100579214
1,35,69,1,-0.047635589,-0.245155929,0.500220356,0.4227422,0.531388152,0.531086729,0.36566092,0.523563218,0.522613693,0.353807471,0.564194139,0.583225108,0.571825397,0.400349206,0.424689441,0.453988095,0.580565268,0.413728632,0.503952991,0.453107581,0.395432692,0.471275253,0.481818182,0.460062582,0.405492424,0.380509259,0.432216184,0.536024306,0.534601449,0.3928125,0.390194746,0.683925049,0.592037037,0.608223062,0.685185185,0.718367347,0.546143251,0.451692708,0.755449861,0.331811255,0.110867172,0.277157746,0.496150293,0.209342346,0.505390643,0.378981044,0.113858176,0.050565034
1,36,76,1,0.216480846,0.956967654,0.494575797,0.416912972,0.647656941,0.459378265,0.430316092,0.527873563,0.501811594,0.390984195,0.452655678,0.489285714,0.373809524,0.441031746,0.447256729,0.367738095,0.513694639,0.353365385,0.540705128,0.499749164,0.371354167,0.425820707,0.524368687,0.517539526,0.429450758,0.43125,0.483695652,0.621527778,0.540821256,0.415277778,0.441825181,0.688116371,0.531111111,0.536389414,0.778935185,0.547891156,0.542699725,0.504557292,0.795085216,0.345205843,-0.06646295,-0.111487256,1.122281944,0.2731326,0.090926473,0.593127436,0.164229706,0.048026117
1,37,33,1,-1.156534068,-0.238996056,0.495908699,0.465270936,0.527077807,0.426515152,0.391762452,0.463984674,0.507808596,0.385237069,0.560201465,0.497142857,0.362142857,0.449222222,0.446708075,0.399583333,0.542249417,0.34909188,0.551175214,0.530657748,0.391626603,0.410290404,0.501590909,0.502239789,0.478125,0.439583333,0.486533816,0.516059028,0.538043478,0.440972222,0.500566123,0.727071006,0.494814815,0.556238185,0.593055556,0.523210884,0.493663912,0.579427083,0.696789536,0.301480856,0.710027736,0.21050932,0.787242666,-0.02746812,0.21063204,0.452860026,0.056511729,0.081706467
1,38,111,1,0.118341192,-0.073663518,0.479516632,0.364334975,0.487267905,0.419278997,0.303379858,0.444291188,0.429022989,0.345545977,0.495842491,0.547943723,0.404126984,0.434047619,0.442753623,0.432589286,0.52972028,0.355395299,0.531517094,0.492084727,0.414983974,0.44084596,0.514646465,0.498764822,0.488731061,0.407962963,0.455706522,0.51796875,0.521352657,0.458090278,0.498233696,0.637278107,0.513703704,0.564603025,0.52662037,0.572380952,0.544421488,0.5234375,0.69837495,0.271359377,-0.310329952,-0.123699603,0.82908287,0.157045823,0.227009657,0.351675033,0.22181471,0.047700714
1,39,36,1,0.160253096,-0.101164245,0.499760982,0.439819376,0.535809019,0.476750261,0.416427203,0.4848659,0.506934033,0.408764368,0.573534799,0.675541126,0.39265873,0.468555556,0.405196687,0.425,0.612325175,0.377136752,0.536260684,0.433082497,0.428084936,0.402462121,0.518358586,0.436544796,0.472537879,0.415833333,0.442179952,0.443142361,0.516183575,0.452951389,0.432178442,0.722140039,0.524444444,0.566556396,0.421296296,0.669659864,0.66838843,0.470052083,0.762187872,0.330278658,0.027378803,0.066638529,0.74749356,0.290139015,0.286853903,0.347505085,0.262663135,0.052331315
1,40,57,1,0.715452299,0.370226942,0.500366064,0.483251232,0.66423519,0.552507837,0.433668582,0.469252874,0.450649675,0.377622126,0.500091575,0.545887446,0.458928571,0.425873016,0.471066253,0.413184524,0.59222028,0.355769231,0.534722222,0.425097547,0.380008013,0.403093434,0.488383838,0.460556653,0.412878788,0.413194444,0.554649758,0.512673611,0.530193237,0.4171875,0.441847826,0.769477318,0.571851852,0.573566478,0.729166667,0.583537415,0.606749311,0.428515625,0.747126437,0.335808557,0.076965154,0.167006107,0.942439953,0.423986646,0.293185065,0.300351719,0.213580757,0.047415418
1,41,18,1,-0.854340538,-0.808272838,0.508304622,0.446469622,0.557360743,0.498432602,0.371408046,0.474616858,0.435407296,0.439655172,0.490018315,0.535822511,0.471626984,0.422222222,0.476293996,0.503720238,0.512820513,0.414797009,0.506410256,0.400780379,0.475160256,0.439078283,0.46540404,0.490365613,0.485795455,0.480555556,0.600392512,0.52734375,0.587681159,0.476909722,0.520380435,0.681952663,0.581666667,0.724165091,0.578703704,0.610340136,0.497245179,0.51953125,0.621086009,0.380765681,0.03966344,0.335499962,0.602647965,0.124785047,-0.209239736,0.308153871,0.172129161,0.044755591
1,42,9,0,-0.068013294,-0.192241843,0.448503445,0.463349754,0.408598585,0.414054336,0.502538314,0.431992337,0.419065467,0.416882184,0.400457875,0.461255411,0.43547619,0.435206349,0.46326087,0.464583333,0.388170163,0.492307692,0.436047009,0.437541806,0.431490385,0.428156566,0.411262626,0.442506588,0.408996212,0.510324074,0.474033816,0.43515625,0.466908213,0.429305556,0.440353261,0.466370809,0.447,0.488074984,0.659722222,0.553496599,0.418181818,0.404296875,0.452279033,0.229444386,-0.231506947,-1.225903484,-0.323231604,0.128934882,-0.059404246,0,0.066394329,0.040405882
1,43,33,1,-1.26180585,-0.633817043,0.480228252,0.368357964,0.44617595,0.374477534,0.387116858,0.484961686,0.441466767,0.341918103,0.553681319,0.637575758,0.532738095,0.408460317,0.47573499,0.471428571,0.504516317,0.432104701,0.414423077,0.428372352,0.375641026,0.499494949,0.438030303,0.488471673,0.46969697,0.440509259,0.486111111,0.491753472,0.518599034,0.425173611,0.452898551,0.491370809,0.537037037,0.532608696,0.52662037,0.70585034,0.564393939,0.487630208,0.735632184,0.313520831,0.315581384,-0.351707322,0.548360469,0.48848665,0.55021122,0.420817011,0.067996456,0.083866451
1,44,23,1,-0.649122968,-0.648063419,0.497969423,0.394761905,0.456984969,0.457288401,0.310775862,0.398563218,0.383695652,0.359482759,0.49459707,0.58030303,0.369087302,0.543174603,0.520703934,0.447946429,0.517191142,0.431463675,0.52008547,0.51824136,0.427363782,0.369381313,0.557954545,0.519762846,0.461695076,0.434583333,0.460416667,0.478732639,0.611437198,0.491215278,0.489311594,0.634220907,0.586851852,0.611925016,0.585648148,0.571156463,0.567493113,0.476432292,0.557550535,0.413256878,-0.551477249,0.022512049,0.303231091,0.189085735,0.203581941,0.475720407,0.122106976,0.048087143
1,45,45,1,-0.586214569,-0.845291087,0.509873672,0.524384236,0.599358974,0.550940439,0.402777778,0.474616858,0.433158421,0.433369253,0.539139194,0.556926407,0.400595238,0.467888889,0.447018634,0.44077381,0.587412587,0.424946581,0.551602564,0.471780936,0.430889423,0.423295455,0.532828283,0.477355072,0.496922348,0.478703704,0.541213768,0.543576389,0.52602657,0.488541667,0.480910326,0.6765286,0.55962963,0.552772527,0.777777778,0.570367347,0.574380165,0.502604167,0.709869203,0.389995732,-0.050685542,-0.13040746,0.406864371,0.165342341,0.018399105,0.508665661,0.106528284,0.027724548
1,46,16,0,-0.636026279,-0.496230177,0.523510623,0.506732348,0.507736516,0.487983281,0.416666667,0.465421456,0.493815592,0.489942529,0.542582418,0.600108225,0.512301587,0.526507937,0.495755694,0.538988095,0.535984848,0.502136752,0.500641026,0.481187291,0.476362179,0.512310606,0.509974747,0.481472332,0.572679924,0.546990741,0.566576087,0.532552083,0.547886473,0.500694444,0.503623188,0.54413215,0.529259259,0.565453686,0.680555556,0.59047619,0.597451791,0.548828125,0.653190646,0.437924095,-0.183766205,0.071239647,0.686814641,-0.211634094,0.09191733,0,0.116271958,0.029149989
